"site","site_old","year","Treatment","Transect","Distance","Emerged","Reproduced","neighbors","Fecundity","Biomass","fecundityflag","notesFlag","Lat","Lon","annual","unknown","perennial","shrub","Type","plantID","albedo","x","y","genotype","block","plot","note_standard_harvest","note_standard_phen","Transect_Site_Year"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2484","white",4,1,73,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"N","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3153","white",13,3,93,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"N","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2486","white",6,1,71,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3111","white",11,1,76,8,4,NA,"herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2488","white",8,1,18,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3114","white",14,1,31,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3171","white",11,4,84,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3121","white",1,2,87,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3174","white",14,4,69,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3132","white",12,2,14,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3181","white",1,5,47,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2506","white",10,2,57,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3130","white",10,2,49,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2496","white",16,1,57,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3133","white",13,2,30,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2498","white",2,2,30,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2487","white",7,1,82,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2535","white",7,4,96,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2536","white",8,4,64,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2537","white",9,4,31,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2501","white",5,2,72,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2502","white",6,2,93,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2503","white",7,2,25,8,4,NA,"resurrection","8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3161","white",1,4,96,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"N","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2505","white",9,2,39,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","Y",0,NA,43.43,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2483","white",3,1,89,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","Y",0,NA,16.53,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2507","white",11,2,59,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2532","white",4,4,37,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2509","white",13,2,38,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2546","white",2,5,34,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2547","white",3,5,92,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2548","white",4,5,47,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2549","white",5,5,77,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2513","white",1,3,64,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"N","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3191","white",11,5,105,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2515","white",3,3,2,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2516","white",4,3,66,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,0,0.259,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3152","white",12,3,104,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2542","white",14,4,91,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2519","white",7,3,97,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3192","white",12,5,97,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2485","white",5,1,65,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2521","white",9,3,84,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2522","white",10,3,84,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2523","white",11,3,97,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","Y",0,NA,15.81,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2489","white",9,1,58,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3134","white",14,2,82,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3154","white",14,3,63,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"N","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2527","white",15,3,5,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"N","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2492","white",12,1,98,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2493","white",13,1,93,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2494","white",14,1,9,8,4,NA,"resurrection","8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2495","white",15,1,46,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2531","white",3,4,35,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,43,0.205,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3144","white",4,3,45,8,4,NA,"herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2533","white",5,4,43,8,4,NA,"resurrection","8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2499","white",3,2,12,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3105","white",5,1,62,8,4,NA,"resurrection","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,0,0.12,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3125","white",5,2,98,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,2,0.084,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3145","white",5,3,49,8,4,"physical_damage",NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2538","white",10,4,42,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"N","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2539","white",11,4,45,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,0,0.13,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3106","white",6,1,77,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2504","white",8,2,32,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2541","white",13,4,33,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3166","white",6,4,104,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2543","white",15,4,81,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2508","white",12,2,63,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","Y",0,NA,27.95,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2545","white",1,5,56,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.048,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3147","white",7,3,46,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.06,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3167","white",7,4,1,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,124,0.537,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3187","white",7,5,33,8,4,NA,"herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,39,0.131,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3108","white",8,1,43,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3128","white",8,2,32,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2514","white",2,3,55,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"N","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2551","white",7,5,39,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.06,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3188","white",8,5,1,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2517","white",5,3,95,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2482","white",2,1,1,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3149","white",9,3,54,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.081,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3169","white",9,4,25,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.115,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3189","white",9,5,39,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3113","white",13,1,62,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2520","white",8,3,101,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"N","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3140","white",20,2,36,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2524","white",12,3,29,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","Y",0,NA,6.25,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2525","white",13,3,24,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2526","white",14,3,7,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2490","white",10,1,87,8,4,NA,"frost_heave","8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2528","white",16,3,44,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2529","white",1,4,11,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,0,0.006,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3163","white",3,4,34,8,4,"seed_drop","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,25,0.114,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3104","white",4,1,43,8,4,NA,"herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.11,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3124","white",4,2,79,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3135","white",15,2,8,8,4,NA,"resurrection","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3155","white",15,3,75,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2534","white",6,4,102,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3195","white",15,5,101,8,4,NA,"resurrection","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3116","white",16,1,39,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,0,0.14,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3136","white",16,2,89,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,0,0.116,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3165","white",5,4,68,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3185","white",5,5,52,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3196","white",16,5,30,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3126","white",6,2,88,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.083,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3146","white",6,3,91,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3157","white",17,3,6,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3177","white",17,4,98,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","N",0,NA,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2544","white",16,4,90,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3118","white",18,1,49,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3138","white",18,2,44,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3158","white",18,3,53,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3190","white",10,5,66,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","Y",0,NA,28.63,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2510","white",14,2,8,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,23,0.44,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3119","white",19,1,29,8,4,NA,"herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3148","white",8,3,100,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3168","white",8,4,7,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3179","white",19,4,56,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3199","white",19,5,19,8,4,NA,NA,"8 4 - CH_white - 2022"
"CH_white","CH",2023,NA,"8 4",NA,"Y","Y",0,NA,15.05,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2023_2518","white",6,3,88,8,4,NA,NA,"8 4 - CH_white - 2023"
"CH_white","CH",2022,NA,"8 4",NA,"Y","Y",0,0,0.65,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3122","white",2,2,18,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.07,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3142","white",2,3,86,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
"CH_white","CH",2022,NA,"8 4",NA,"Y","N",0,0,0.06,NA,NA,41.212078,-104.852543,0,0,0,0,"Common_Garden","CH_2022_3162","white",2,4,71,8,4,"physical_damage","herbivory","8 4 - CH_white - 2022"
